concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:entryDatePosted,,2021-12-01,1,,,,"[""20211201"",""900512""]",
cor:entryId,,900512,1,,,,"[""20211201"",""900512""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,844-D,"[""20211201"",""900512""]",
cor:taxCategory,,00,1,,1,844-D,"[""20211201"",""900512""]",
cor:accountNumber,,1120,1,1,,844-D,"[""20211201"",""900512""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,844-D,"[""20211201"",""900512""]",
cor:subaccountDescription,,Demo Sales,1,1,,844-D,"[""20211201"",""900512""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,844-D,"[""20211201"",""900512""]",auxiliary-account
cor:subaccountId,,D01,1,1,,844-D,"[""20211201"",""900512""]",department
cor:subaccountId,,B003,1,1,,844-D,"[""20211201"",""900512""]",auxiliary-account
cor:type,,department,1,1,,844-D,"[""20211201"",""900512""]",department
cor:type,,auxiliary-account,1,1,,844-D,"[""20211201"",""900512""]",auxiliary-account
cor:detailDescription,,Synthetic demo mixed sales and receipt 900512,1,,,844-D,"[""20211201"",""900512""]",
cor:monetaryAmount,iso4217:JPY,125670,1,,,844-D,"[""20211201"",""900512""]",
cor:debitCreditIndicator,,D,1,,,844-D,"[""20211201"",""900512""]",
cor:detailDescription,,Synthetic demo mixed sales and receipt 900512,1,,,844-C,"[""20211201"",""900512""]",
cor:debitCreditIndicator,,C,1,,,844-C,"[""20211201"",""900512""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,845-D,"[""20211201"",""900512""]",
cor:taxCategory,,00,1,,1,845-D,"[""20211201"",""900512""]",
cor:accountNumber,,1200,1,1,,845-D,"[""20211201"",""900512""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,845-D,"[""20211201"",""900512""]",
cor:subaccountDescription,,Demo Sales,1,1,,845-D,"[""20211201"",""900512""]",department
cor:subaccountDescription,,Demo Customer Cobalt,1,1,,845-D,"[""20211201"",""900512""]",auxiliary-account
cor:subaccountId,,D01,1,1,,845-D,"[""20211201"",""900512""]",department
cor:subaccountId,,C003,1,1,,845-D,"[""20211201"",""900512""]",auxiliary-account
cor:type,,department,1,1,,845-D,"[""20211201"",""900512""]",department
cor:type,,auxiliary-account,1,1,,845-D,"[""20211201"",""900512""]",auxiliary-account
cor:detailDescription,,Synthetic demo mixed sales and receipt 900512,1,,,845-D,"[""20211201"",""900512""]",
cor:monetaryAmount,iso4217:JPY,223440,1,,,845-D,"[""20211201"",""900512""]",
cor:debitCreditIndicator,,D,1,,,845-D,"[""20211201"",""900512""]",
cor:detailDescription,,Synthetic demo mixed sales and receipt 900512,1,,,845-C,"[""20211201"",""900512""]",
cor:debitCreditIndicator,,C,1,,,845-C,"[""20211201"",""900512""]",
cor:detailDescription,,Synthetic demo mixed sales and receipt 900512,1,,,846-D,"[""20211201"",""900512""]",
cor:debitCreditIndicator,,D,1,,,846-D,"[""20211201"",""900512""]",
cor:amountOfTaxes,iso4217:JPY,12695,1,,1,846-C,"[""20211201"",""900512""]",
cor:taxCategory,,B5,1,,1,846-C,"[""20211201"",""900512""]",
cor:accountNumber,,4000,1,1,,846-C,"[""20211201"",""900512""]",
cor:accountDescription,,Demo Product Sales,1,1,,846-C,"[""20211201"",""900512""]",
cor:subaccountDescription,,Demo Sales,1,1,,846-C,"[""20211201"",""900512""]",department
cor:subaccountDescription,,Demo Customer Dawn,1,1,,846-C,"[""20211201"",""900512""]",auxiliary-account
cor:subaccountId,,D01,1,1,,846-C,"[""20211201"",""900512""]",department
cor:subaccountId,,C004,1,1,,846-C,"[""20211201"",""900512""]",auxiliary-account
cor:type,,department,1,1,,846-C,"[""20211201"",""900512""]",department
cor:type,,auxiliary-account,1,1,,846-C,"[""20211201"",""900512""]",auxiliary-account
cor:detailDescription,,Synthetic demo mixed sales and receipt 900512,1,,,846-C,"[""20211201"",""900512""]",
cor:monetaryAmount,iso4217:JPY,139640,1,,,846-C,"[""20211201"",""900512""]",
cor:debitCreditIndicator,,C,1,,,846-C,"[""20211201"",""900512""]",
cor:detailDescription,,Synthetic demo mixed sales and receipt 900512,1,,,847-D,"[""20211201"",""900512""]",
cor:debitCreditIndicator,,D,1,,,847-D,"[""20211201"",""900512""]",
cor:amountOfTaxes,iso4217:JPY,19043,1,,1,847-C,"[""20211201"",""900512""]",
cor:taxCategory,,B5,1,,1,847-C,"[""20211201"",""900512""]",
cor:accountNumber,,4010,1,1,,847-C,"[""20211201"",""900512""]",
cor:accountDescription,,Demo Service Revenue,1,1,,847-C,"[""20211201"",""900512""]",
cor:subaccountDescription,,Demo Sales,1,1,,847-C,"[""20211201"",""900512""]",department
cor:subaccountDescription,,Demo Customer Elm,1,1,,847-C,"[""20211201"",""900512""]",auxiliary-account
cor:subaccountId,,D01,1,1,,847-C,"[""20211201"",""900512""]",department
cor:subaccountId,,C005,1,1,,847-C,"[""20211201"",""900512""]",auxiliary-account
cor:type,,department,1,1,,847-C,"[""20211201"",""900512""]",department
cor:type,,auxiliary-account,1,1,,847-C,"[""20211201"",""900512""]",auxiliary-account
cor:detailDescription,,Synthetic demo mixed sales and receipt 900512,1,,,847-C,"[""20211201"",""900512""]",
cor:monetaryAmount,iso4217:JPY,209470,1,,,847-C,"[""20211201"",""900512""]",
cor:debitCreditIndicator,,C,1,,,847-C,"[""20211201"",""900512""]",
cor:entryDatePosted,,2021-12-02,1,,,,"[""20211202"",""900516""]",
cor:entryId,,900516,1,,,,"[""20211202"",""900516""]",
cor:amountOfTaxes,iso4217:JPY,9287,1,,1,848-D,"[""20211202"",""900516""]",
cor:taxCategory,,Q5,1,,1,848-D,"[""20211202"",""900516""]",
cor:accountNumber,,5000,1,1,,848-D,"[""20211202"",""900516""]",
cor:accountDescription,,Demo Purchases,1,1,,848-D,"[""20211202"",""900516""]",
cor:subaccountDescription,,Demo Logistics,1,1,,848-D,"[""20211202"",""900516""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,848-D,"[""20211202"",""900516""]",auxiliary-account
cor:subaccountId,,D04,1,1,,848-D,"[""20211202"",""900516""]",department
cor:subaccountId,,V001,1,1,,848-D,"[""20211202"",""900516""]",auxiliary-account
cor:type,,department,1,1,,848-D,"[""20211202"",""900516""]",department
cor:type,,auxiliary-account,1,1,,848-D,"[""20211202"",""900516""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900516,1,,,848-D,"[""20211202"",""900516""]",
cor:monetaryAmount,iso4217:JPY,102160,1,,,848-D,"[""20211202"",""900516""]",
cor:debitCreditIndicator,,D,1,,,848-D,"[""20211202"",""900516""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,848-C,"[""20211202"",""900516""]",
cor:taxCategory,,00,1,,1,848-C,"[""20211202"",""900516""]",
cor:accountNumber,,2000,1,1,,848-C,"[""20211202"",""900516""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,848-C,"[""20211202"",""900516""]",
cor:subaccountDescription,,Demo Logistics,1,1,,848-C,"[""20211202"",""900516""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,848-C,"[""20211202"",""900516""]",auxiliary-account
cor:subaccountId,,D04,1,1,,848-C,"[""20211202"",""900516""]",department
cor:subaccountId,,V001,1,1,,848-C,"[""20211202"",""900516""]",auxiliary-account
cor:type,,department,1,1,,848-C,"[""20211202"",""900516""]",department
cor:type,,auxiliary-account,1,1,,848-C,"[""20211202"",""900516""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900516,1,,,848-C,"[""20211202"",""900516""]",
cor:monetaryAmount,iso4217:JPY,102160,1,,,848-C,"[""20211202"",""900516""]",
cor:debitCreditIndicator,,C,1,,,848-C,"[""20211202"",""900516""]",
cor:entryDatePosted,,2021-12-03,1,,,,"[""20211203"",""900471""]",
cor:entryId,,900471,1,,,,"[""20211203"",""900471""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,849-D,"[""20211203"",""900471""]",
