concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:entryDatePosted,,2021-09-01,1,,,,"[""20210901"",""900308""]",
cor:entryId,,900308,1,,,,"[""20210901"",""900308""]",
cor:amountOfTaxes,iso4217:JPY,3866,1,,1,531-D,"[""20210901"",""900308""]",
cor:taxCategory,,Q5,1,,1,531-D,"[""20210901"",""900308""]",
cor:accountNumber,,6040,1,1,,531-D,"[""20210901"",""900308""]",
cor:accountDescription,,Demo Communication,1,1,,531-D,"[""20210901"",""900308""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,531-D,"[""20210901"",""900308""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,531-D,"[""20210901"",""900308""]",auxiliary-account
cor:subaccountId,,D05,1,1,,531-D,"[""20210901"",""900308""]",department
cor:subaccountId,,V001,1,1,,531-D,"[""20210901"",""900308""]",auxiliary-account
cor:type,,department,1,1,,531-D,"[""20210901"",""900308""]",department
cor:type,,auxiliary-account,1,1,,531-D,"[""20210901"",""900308""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900308,1,,,531-D,"[""20210901"",""900308""]",
cor:monetaryAmount,iso4217:JPY,42530,1,,,531-D,"[""20210901"",""900308""]",
cor:debitCreditIndicator,,D,1,,,531-D,"[""20210901"",""900308""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,531-C,"[""20210901"",""900308""]",
cor:taxCategory,,00,1,,1,531-C,"[""20210901"",""900308""]",
cor:accountNumber,,1120,1,1,,531-C,"[""20210901"",""900308""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,531-C,"[""20210901"",""900308""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,531-C,"[""20210901"",""900308""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,531-C,"[""20210901"",""900308""]",auxiliary-account
cor:subaccountId,,D05,1,1,,531-C,"[""20210901"",""900308""]",department
cor:subaccountId,,B003,1,1,,531-C,"[""20210901"",""900308""]",auxiliary-account
cor:type,,department,1,1,,531-C,"[""20210901"",""900308""]",department
cor:type,,auxiliary-account,1,1,,531-C,"[""20210901"",""900308""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900308,1,,,531-C,"[""20210901"",""900308""]",
cor:monetaryAmount,iso4217:JPY,42530,1,,,531-C,"[""20210901"",""900308""]",
cor:debitCreditIndicator,,C,1,,,531-C,"[""20210901"",""900308""]",
cor:entryDatePosted,,2021-09-01,1,,,,"[""20210901"",""900339""]",
