concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:entryDatePosted,,2022-02-01,1,,,,"[""20220201"",""900605""]",
cor:entryId,,900605,1,,,,"[""20220201"",""900605""]",
cor:amountOfTaxes,iso4217:JPY,12534,1,,1,1059-D,"[""20220201"",""900605""]",
cor:taxCategory,,Q5,1,,1,1059-D,"[""20220201"",""900605""]",
cor:accountNumber,,5020,1,1,,1059-D,"[""20220201"",""900605""]",
cor:accountDescription,,Demo Inventory Adjustment,1,1,,1059-D,"[""20220201"",""900605""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1059-D,"[""20220201"",""900605""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,1059-D,"[""20220201"",""900605""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1059-D,"[""20220201"",""900605""]",department
cor:subaccountId,,V006,1,1,,1059-D,"[""20220201"",""900605""]",auxiliary-account
cor:type,,department,1,1,,1059-D,"[""20220201"",""900605""]",department
cor:type,,auxiliary-account,1,1,,1059-D,"[""20220201"",""900605""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900605,1,,,1059-D,"[""20220201"",""900605""]",
cor:monetaryAmount,iso4217:JPY,137870,1,,,1059-D,"[""20220201"",""900605""]",
cor:debitCreditIndicator,,D,1,,,1059-D,"[""20220201"",""900605""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1059-C,"[""20220201"",""900605""]",
cor:taxCategory,,00,1,,1,1059-C,"[""20220201"",""900605""]",
cor:accountNumber,,2000,1,1,,1059-C,"[""20220201"",""900605""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,1059-C,"[""20220201"",""900605""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1059-C,"[""20220201"",""900605""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,1059-C,"[""20220201"",""900605""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1059-C,"[""20220201"",""900605""]",department
cor:subaccountId,,V006,1,1,,1059-C,"[""20220201"",""900605""]",auxiliary-account
cor:type,,department,1,1,,1059-C,"[""20220201"",""900605""]",department
cor:type,,auxiliary-account,1,1,,1059-C,"[""20220201"",""900605""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900605,1,,,1059-C,"[""20220201"",""900605""]",
cor:monetaryAmount,iso4217:JPY,137870,1,,,1059-C,"[""20220201"",""900605""]",
cor:debitCreditIndicator,,C,1,,,1059-C,"[""20220201"",""900605""]",
cor:entryDatePosted,,2022-02-02,1,,,,"[""20220202"",""900592""]",
cor:entryId,,900592,1,,,,"[""20220202"",""900592""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1060-D,"[""20220202"",""900592""]",
cor:taxCategory,,00,1,,1,1060-D,"[""20220202"",""900592""]",
cor:accountNumber,,1200,1,1,,1060-D,"[""20220202"",""900592""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,1060-D,"[""20220202"",""900592""]",
cor:subaccountDescription,,Demo Sales,1,1,,1060-D,"[""20220202"",""900592""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,1060-D,"[""20220202"",""900592""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1060-D,"[""20220202"",""900592""]",department
cor:subaccountId,,C007,1,1,,1060-D,"[""20220202"",""900592""]",auxiliary-account
cor:type,,department,1,1,,1060-D,"[""20220202"",""900592""]",department
cor:type,,auxiliary-account,1,1,,1060-D,"[""20220202"",""900592""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900592,1,,,1060-D,"[""20220202"",""900592""]",
cor:monetaryAmount,iso4217:JPY,439160,1,,,1060-D,"[""20220202"",""900592""]",
cor:debitCreditIndicator,,D,1,,,1060-D,"[""20220202"",""900592""]",
cor:amountOfTaxes,iso4217:JPY,32530,1,,1,1060-C,"[""20220202"",""900592""]",
cor:taxCategory,,R5,1,,1,1060-C,"[""20220202"",""900592""]",
cor:accountNumber,,4010,1,1,,1060-C,"[""20220202"",""900592""]",
cor:accountDescription,,Demo Service Revenue,1,1,,1060-C,"[""20220202"",""900592""]",
cor:subaccountDescription,,Demo Sales,1,1,,1060-C,"[""20220202"",""900592""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,1060-C,"[""20220202"",""900592""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1060-C,"[""20220202"",""900592""]",department
cor:subaccountId,,C007,1,1,,1060-C,"[""20220202"",""900592""]",auxiliary-account
cor:type,,department,1,1,,1060-C,"[""20220202"",""900592""]",department
cor:type,,auxiliary-account,1,1,,1060-C,"[""20220202"",""900592""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900592,1,,,1060-C,"[""20220202"",""900592""]",
cor:monetaryAmount,iso4217:JPY,439160,1,,,1060-C,"[""20220202"",""900592""]",
cor:debitCreditIndicator,,C,1,,,1060-C,"[""20220202"",""900592""]",
cor:entryDatePosted,,2022-02-02,1,,,,"[""20220202"",""900595""]",
cor:entryId,,900595,1,,,,"[""20220202"",""900595""]",
cor:amountOfTaxes,iso4217:JPY,3475,1,,1,1061-D,"[""20220202"",""900595""]",
cor:taxCategory,,Q5,1,,1,1061-D,"[""20220202"",""900595""]",
cor:accountNumber,,5010,1,1,,1061-D,"[""20220202"",""900595""]",
cor:accountDescription,,Demo Freight-in,1,1,,1061-D,"[""20220202"",""900595""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1061-D,"[""20220202"",""900595""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,1061-D,"[""20220202"",""900595""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1061-D,"[""20220202"",""900595""]",department
cor:subaccountId,,V006,1,1,,1061-D,"[""20220202"",""900595""]",auxiliary-account
cor:type,,department,1,1,,1061-D,"[""20220202"",""900595""]",department
cor:type,,auxiliary-account,1,1,,1061-D,"[""20220202"",""900595""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900595,1,,,1061-D,"[""20220202"",""900595""]",
cor:monetaryAmount,iso4217:JPY,38230,1,,,1061-D,"[""20220202"",""900595""]",
cor:debitCreditIndicator,,D,1,,,1061-D,"[""20220202"",""900595""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1061-C,"[""20220202"",""900595""]",
cor:taxCategory,,00,1,,1,1061-C,"[""20220202"",""900595""]",
cor:accountNumber,,2000,1,1,,1061-C,"[""20220202"",""900595""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,1061-C,"[""20220202"",""900595""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1061-C,"[""20220202"",""900595""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,1061-C,"[""20220202"",""900595""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1061-C,"[""20220202"",""900595""]",department
cor:subaccountId,,V006,1,1,,1061-C,"[""20220202"",""900595""]",auxiliary-account
cor:type,,department,1,1,,1061-C,"[""20220202"",""900595""]",department
cor:type,,auxiliary-account,1,1,,1061-C,"[""20220202"",""900595""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900595,1,,,1061-C,"[""20220202"",""900595""]",
cor:monetaryAmount,iso4217:JPY,38230,1,,,1061-C,"[""20220202"",""900595""]",
cor:debitCreditIndicator,,C,1,,,1061-C,"[""20220202"",""900595""]",
cor:entryDatePosted,,2022-02-02,1,,,,"[""20220202"",""900629""]",
cor:entryId,,900629,1,,,,"[""20220202"",""900629""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1062-D,"[""20220202"",""900629""]",
cor:taxCategory,,00,1,,1,1062-D,"[""20220202"",""900629""]",
cor:accountNumber,,2000,1,1,,1062-D,"[""20220202"",""900629""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,1062-D,"[""20220202"",""900629""]",
cor:subaccountDescription,,Demo Sales,1,1,,1062-D,"[""20220202"",""900629""]",department
cor:subaccountDescription,,Demo Vendor Tandem,1,1,,1062-D,"[""20220202"",""900629""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1062-D,"[""20220202"",""900629""]",department
cor:subaccountId,,V010,1,1,,1062-D,"[""20220202"",""900629""]",auxiliary-account
cor:type,,department,1,1,,1062-D,"[""20220202"",""900629""]",department
cor:type,,auxiliary-account,1,1,,1062-D,"[""20220202"",""900629""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900629,1,,,1062-D,"[""20220202"",""900629""]",
cor:monetaryAmount,iso4217:JPY,117770,1,,,1062-D,"[""20220202"",""900629""]",
cor:debitCreditIndicator,,D,1,,,1062-D,"[""20220202"",""900629""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900629,1,,,1062-C,"[""20220202"",""900629""]",
cor:debitCreditIndicator,,C,1,,,1062-C,"[""20220202"",""900629""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1063-D,"[""20220202"",""900629""]",
cor:taxCategory,,00,1,,1,1063-D,"[""20220202"",""900629""]",
cor:accountNumber,,2100,1,1,,1063-D,"[""20220202"",""900629""]",
cor:accountDescription,,Demo Accrued Payables,1,1,,1063-D,"[""20220202"",""900629""]",
cor:subaccountDescription,,Demo Sales,1,1,,1063-D,"[""20220202"",""900629""]",department
cor:subaccountDescription,,Demo Vendor Mosaic,1,1,,1063-D,"[""20220202"",""900629""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1063-D,"[""20220202"",""900629""]",department
cor:subaccountId,,V003,1,1,,1063-D,"[""20220202"",""900629""]",auxiliary-account
cor:type,,department,1,1,,1063-D,"[""20220202"",""900629""]",department
cor:type,,auxiliary-account,1,1,,1063-D,"[""20220202"",""900629""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900629,1,,,1063-D,"[""20220202"",""900629""]",
cor:monetaryAmount,iso4217:JPY,117770,1,,,1063-D,"[""20220202"",""900629""]",
cor:debitCreditIndicator,,D,1,,,1063-D,"[""20220202"",""900629""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900629,1,,,1063-C,"[""20220202"",""900629""]",
cor:debitCreditIndicator,,C,1,,,1063-C,"[""20220202"",""900629""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900629,1,,,1064-D,"[""20220202"",""900629""]",
cor:debitCreditIndicator,,D,1,,,1064-D,"[""20220202"",""900629""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1064-C,"[""20220202"",""900629""]",
cor:taxCategory,,00,1,,1,1064-C,"[""20220202"",""900629""]",
cor:accountNumber,,1120,1,1,,1064-C,"[""20220202"",""900629""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,1064-C,"[""20220202"",""900629""]",
cor:subaccountDescription,,Demo Sales,1,1,,1064-C,"[""20220202"",""900629""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,1064-C,"[""20220202"",""900629""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1064-C,"[""20220202"",""900629""]",department
cor:subaccountId,,B003,1,1,,1064-C,"[""20220202"",""900629""]",auxiliary-account
cor:type,,department,1,1,,1064-C,"[""20220202"",""900629""]",department
cor:type,,auxiliary-account,1,1,,1064-C,"[""20220202"",""900629""]",auxiliary-account
