concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:entryDatePosted,,2021-06-01,1,,,,"[""20210601"",""900143""]",
cor:entryId,,900143,1,,,,"[""20210601"",""900143""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,221-D,"[""20210601"",""900143""]",
cor:taxCategory,,00,1,,1,221-D,"[""20210601"",""900143""]",
cor:accountNumber,,1120,1,1,,221-D,"[""20210601"",""900143""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,221-D,"[""20210601"",""900143""]",
cor:subaccountDescription,,Demo Sales,1,1,,221-D,"[""20210601"",""900143""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,221-D,"[""20210601"",""900143""]",auxiliary-account
cor:subaccountId,,D01,1,1,,221-D,"[""20210601"",""900143""]",department
cor:subaccountId,,B003,1,1,,221-D,"[""20210601"",""900143""]",auxiliary-account
cor:type,,department,1,1,,221-D,"[""20210601"",""900143""]",department
cor:type,,auxiliary-account,1,1,,221-D,"[""20210601"",""900143""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900143,1,,,221-D,"[""20210601"",""900143""]",
cor:monetaryAmount,iso4217:JPY,163200,1,,,221-D,"[""20210601"",""900143""]",
cor:debitCreditIndicator,,D,1,,,221-D,"[""20210601"",""900143""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,221-C,"[""20210601"",""900143""]",
cor:taxCategory,,00,1,,1,221-C,"[""20210601"",""900143""]",
cor:accountNumber,,1200,1,1,,221-C,"[""20210601"",""900143""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,221-C,"[""20210601"",""900143""]",
cor:subaccountDescription,,Demo Sales,1,1,,221-C,"[""20210601"",""900143""]",department
cor:subaccountDescription,,Demo Customer Juniper,1,1,,221-C,"[""20210601"",""900143""]",auxiliary-account
cor:subaccountId,,D01,1,1,,221-C,"[""20210601"",""900143""]",department
cor:subaccountId,,C010,1,1,,221-C,"[""20210601"",""900143""]",auxiliary-account
cor:type,,department,1,1,,221-C,"[""20210601"",""900143""]",department
cor:type,,auxiliary-account,1,1,,221-C,"[""20210601"",""900143""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900143,1,,,221-C,"[""20210601"",""900143""]",
cor:monetaryAmount,iso4217:JPY,163200,1,,,221-C,"[""20210601"",""900143""]",
cor:debitCreditIndicator,,C,1,,,221-C,"[""20210601"",""900143""]",
cor:entryDatePosted,,2021-06-01,1,,,,"[""20210601"",""900158""]",
