20210401,18,,,,010,札幌営業所,726,旅費交通費,,,Q5,,19500,1772,,000,共通部門,111,現金,,,00,,19500,0,旅費,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210401,246,,,,030,名古屋支店,726,旅費交通費,,,Q5,,10000,909,,000,共通部門,111,現金,,,00,,10000,0,旅費,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210402,19,,,,010,札幌営業所,726,旅費交通費,,,Q5,,11000,1000,,000,共通部門,111,現金,,,00,,11000,0,旅費,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210402,68,,,,010,札幌営業所,791,雑費,,,Q5,,2970,270,,000,共通部門,111,現金,,,00,,2970,0,トイレットペーパー他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210402,122,,,,040,大阪支店,727,通信費,,,Q5,,1050,95,,000,共通部門,111,現金,,,00,,1050,0,証明書発行手数料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210402,142,,,,040,大阪支店,740,車両費,,,Q5,,2458,223,,000,共通部門,111,現金,,,00,,13384,0,高速代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210402,142,,,,040,大阪支店,740,車両費,,,Q5,,591,53,,,,,,,,,,,,駐車代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210402,142,,,,040,大阪支店,740,車両費,,,Q5,,4620,420,,,,,,,,,,,,ガソリン代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210402,142,,,,040,大阪支店,740,車両費,,,Q5,,5715,519,,,,,,,,,,,,洗車券代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210403,41,,,,020,東京支店,733,交際接待費,,,Q5,,12000,1090,,000,共通部門,111,現金,,,00,,12000,0,結婚式会費,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210403,134,,,,010,札幌営業所,754,事務用消耗品費,,,Q5,,15600,1418,,000,共通部門,111,現金,,,00,,15600,0,用紙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210404,310,,,,050,九州営業所,740,車両費,,,Q5,,6486,589,,000,共通部門,111,現金,,,00,,17401,0,ガソリン代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210404,310,,,,050,九州営業所,740,車両費,,,Q5,,9715,883,,,,,,,,,,,,高速代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210404,310,,,,050,九州営業所,740,車両費,,,Q5,,1200,109,,,,,,,,,,,,駐車代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,76,,,,020,東京支店,724,福利厚生費,,,Q5,,56000,5090,,000,共通部門,322,未払金,,,00,,56000,0,制服代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,133,,,,020,東京支店,746,支払報酬,,,Q5,,139710,12700,,000,共通部門,131,普通預金,20,ABC銀行 本店,00,,139710,0,税理士報酬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,139,,,,040,大阪支店,724,福利厚生費,,,Q5,,55630,5057,,000,共通部門,322,未払金,,,00,,55630,0,制服代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,254,,,,000,共通部門,131,普通預金,50,MNO銀行 北九州,00,,2959035,0,,000,共通部門,152,売掛金,22,株式会社豊原産業,00,,2959035,0,4月5日伝票No190株式会社豊原産業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,254,,,,050,九州営業所,741,支払手数料,,,Q5,,630,57,,000,共通部門,152,売掛金,22,株式会社豊原産業,00,,630,0,4月5日伝票No190株式会社豊原産業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,255,,,,000,共通部門,131,普通預金,20,ABC銀行 本店,00,,1508295,0,,000,共通部門,152,売掛金,26,若松販売株式会社,00,,1508295,0,4月5日伝票No191若松販売株式会社,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
