,,,,,20210401,18,,,010,部門010,522,旅費・交通費,,,19500,31,,10,,,,000,部門000,100,現金,,,19500,00,,,,,,旅費,,,,,,,
,,,,,20210401,246,,,030,部門030,522,旅費・交通費,,,10000,31,,10,,,,000,部門000,100,現金,,,10000,00,,,,,,旅費,,,,,,,
,,,,,20210402,19,,,010,部門010,522,旅費・交通費,,,11000,31,,10,,,,000,部門000,100,現金,,,11000,00,,,,,,旅費,,,,,,,
,,,,,20210402,68,,,010,部門010,10E201270,雑費,,,2970,31,,10,,,,000,部門000,100,現金,,,2970,00,,,,,,トイレットペーパー他,,,,,,,
,,,,,20210402,122,,,040,部門040,523,通信費,,,1050,31,,10,,,,000,部門000,100,現金,,,1050,00,,,,,,証明書発行手数料,,,,,,,
,,,,,20210402,142,,,040,部門040,10E201120,車両費,,,2458,31,,10,,,,000,部門000,100,現金,,,2458,00,,,,,,高速代,,,,,,,
,,,,,20210402,142,,,040,部門040,10E201120,車両費,,,591,31,,10,,,,000,部門000,100,現金,,,591,00,,,,,,駐車代,,,,,,,
,,,,,20210402,142,,,040,部門040,10E201120,車両費,,,4620,31,,10,,,,000,部門000,100,現金,,,4620,00,,,,,,ガソリン代,,,,,,,
,,,,,20210402,142,,,040,部門040,10E201120,車両費,,,5715,31,,10,,,,000,部門000,100,現金,,,5715,00,,,,,,洗車券代,,,,,,,
,,,,,20210403,41,,,020,部門020,521,接待交際費,,,12000,31,,10,,,,000,部門000,100,現金,,,12000,00,,,,,,結婚式会費,,,,,,,
,,,,,20210403,134,,,010,部門010,10E201110,事務用消耗品費,,,15600,31,,10,,,,000,部門000,100,現金,,,15600,00,,,,,,用紙,,,,,,,
,,,,,20210404,310,,,050,部門050,10E201120,車両費,,,6486,31,,10,,,,000,部門000,100,現金,,,6486,00,,,,,,ガソリン代,,,,,,,
,,,,,20210404,310,,,050,部門050,10E201120,車両費,,,9715,31,,10,,,,000,部門000,100,現金,,,9715,00,,,,,,高速代,,,,,,,
,,,,,20210404,310,,,050,部門050,10E201120,車両費,,,1200,31,,10,,,,000,部門000,100,現金,,,1200,00,,,,,,駐車代,,,,,,,
,,,,,20210405,76,,,020,部門020,10E200140,福利厚生費,,,56000,31,,10,,,,000,部門000,204,未払金,,,56000,00,,,,,,制服代,,,,,,,
,,,,,20210405,133,,,020,部門020,10E200600,支払報酬,,,139710,31,,10,,,,000,部門000,10A100020-3,普通預金,20,金融口座131-20,139710,00,,,,,,税理士報酬,,,,,,,
,,,,,20210405,139,,,040,部門040,10E200140,福利厚生費,,,55630,31,,10,,,,000,部門000,204,未払金,,,55630,00,,,,,,制服代,,,,,,,
